time,RT,O3,O3 Flow,O3 Press,O3 BP,O3 AT,NO,NOx,NO2,Flow,GasPress,AT,RH%,BP,SR,WS_RAW,WD_RAW,Rain,WD_v,WS_v,AT_F,WS_mph,Sig,RT_F,PM25,QTot,Bam AT,Bam DT,Bam RH,DewPoint,DP_F,WC,Error?,WC
6/6/09 14:00,28.8,12.2,0.49000001,707.0,741.2,31.88,2,2,0,0.610000014,138.77,20.3,53,737.1,899,5.4,246,0,246,5.2,68.6,12.1,16.6,83.8,,,,,,10.4,50.8,69,,
6/6/09 15:00,28.9,12.4,0.49000001,706.6,740.9,31.86,2,2,0,0.610000014,138.73,19.7,55,736.7,697,5.6,243,0,244,5.4,67.5,12.5,18.4,84.0,,,,,,10.5,50.9,67,,
6/6/09 16:00,28.9,12.0,0.49000001,706.5,740.8,31.81,2,2,0,0.610000014,138.72,19.7,54,736.6,442,3.0,222,0,240,2.3,67.4,6.7,54.7,84.0,0,0.701,22.2,122.2,44,10.2,50.4,68,,
6/6/09 17:00,29.0,11.8,0.49000001,706.6,740.8,31.82,2,3,0,0.610000014,138.72,18.6,59,736.7,238,2.3,209,0,240,1.3,65.6,5.2,75.6,84.2,0,0.701,22.0,0.8,44,10.4,50.7,67,,
6/6/09 18:00,29.0,11.4,0.49000001,706.8,741.1,31.80,3,5,2,0.610000014,138.76,17.1,67,736.9,55,1.3,146,0,135,0.7,62.8,2.8,67.8,84.2,2,0.700,20.9,122.2,44,11.0,51.7,65,,
6/6/09 19:00,30.6,8.7,0.49000001,706.8,741.2,32.96,2,3,1,0.610000014,138.87,15.5,76,737.1,3,2.2,142,0,139,2.0,59.9,5.0,35.8,87.1,6,0.700,19.0,122.2,45,11.2,52.2,60,,
6/6/09 20:00,32.4,5.8,0.49000001,707.1,741.6,34.69,2,3,1,0.610000014,138.94,15.2,80,737.4,2,1.5,139,0,136,1.1,59.4,3.4,56.6,90.4,1,0.701,17.0,122.2,45,11.9,53.3,61,,
6/6/09 21:00,33.0,5.4,0.49000001,707.2,741.8,35.31,2,3,1,0.610000014,138.98,14.4,86,737.6,2,1.7,143,0,141,1.5,57.9,3.8,40.9,91.4,0,0.700,16.7,122.2,45,12.1,53.7,59,,
6/6/09 22:00,33.2,4.5,0.49000001,707.2,741.9,35.54,2,3,1,0.610000014,138.98,13.7,86,737.7,2,1.0,131,0,134,0.8,56.7,2.2,43.0,91.8,1,0.701,15.9,122.2,45,11.5,52.7,59,,
6/6/09 23:00,33.2,4.6,0.49000001,707.2,741.9,35.58,2,3,1,0.610000014,138.96,13.1,86,737.7,2,1.4,133,0,136,1.3,55.7,3.2,23.3,91.8,4,0.701,15.2,122.2,44,10.9,51.5,56,,
6/7/09 0:00,33.2,4.0,0.49000001,707.3,741.9,35.54,2,3,1,0.610000014,138.96,12.7,87,737.7,2,1.1,132,0,133,1.1,54.8,2.5,25.9,91.7,4,0.700,14.6,122.2,43,10.6,51.1,56,,
6/7/09 1:00,33.0,10.3,0.49000001,707.1,741.7,35.42,,,,,,12.3,90,737.5,2,1.3,141,0,144,1.2,54.2,2.9,25.4,91.4,2,0.701,14.2,122.2,43,10.6,51.2,56,,
6/7/09 2:00,33.1,,,,,,2,3,1,0.610000014,138.93,11.7,92,737.4,2,1.8,139,0,139,1.8,53.0,4.1,13.6,91.5,0,0.700,13.8,122.2,43,10.4,50.7,52,,
6/7/09 3:00,30.7,4.2,0.49000001,707.3,741.8,34.07,7,11,4,0.610000014,138.73,11.4,91,737.5,2,0.6,99,0,133,0.6,52.5,1.3,36.5,87.2,0,0.700,13.1,122.3,43,10.0,50.0,60,,
6/7/09 4:00,29.1,3.6,0.49000001,707.5,741.8,32.08,6,8,3,0.610000014,138.79,10.3,91,737.7,5,0.8,144,0,140,0.8,50.5,1.8,13.7,84.3,4,0.701,13.0,0.8,43,8.8,47.8,54,,
6/7/09 5:00,29.0,2.2,0.49000001,707.6,741.9,31.70,13,18,4,0.610000014,138.83,11.5,88,737.8,37,0.4,128,0,133,0.4,52.7,1.0,21.9,84.2,0,0.701,11.8,0.8,43,9.6,49.2,63,,
6/7/09 6:00,29.0,4.6,0.49000001,707.8,742.0,31.70,5,9,4,0.610000014,138.86,13.8,82,737.9,88,0.0,144,0,0,0.0,56.9,0.0,45.5,84.2,0,0.701,12.9,122.3,44,10.7,51.3,71,,
6/7/09 7:00,29.1,6.8,0.49000001,708.0,742.2,31.82,5,9,4,0.610000014,138.92,15.2,74,738.1,278,1.6,148,0,145,1.5,59.3,3.6,26.1,84.4,2,0.701,15.3,122.3,45,10.6,51.0,63,,
6/7/09 8:00,29.0,8.2,0.49000001,707.8,742.1,31.88,4,7,3,0.610000014,138.89,16.9,68,738.0,539,2.0,168,0,147,1.5,62.4,4.4,59.2,84.3,4,0.700,17.0,0.8,45,10.9,51.6,63,,
6/7/09 9:00,29.0,9.4,0.49000001,707.7,742.0,31.98,2,4,2,0.610000014,138.85,18.9,59,737.8,502,1.0,222,0,319,0.5,66.1,2.3,62.2,84.3,6,0.700,19.0,122.3,45,10.6,51.1,69,,
6/7/09 10:00,28.9,11.2,0.49000001,707.6,741.9,31.88,2,3,1,0.610000014,138.82,19.7,56,737.7,591,1.3,212,0,250,0.8,67.5,2.8,70.5,84.0,7,0.701,21.5,122.4,45,10.7,51.3,70,,
6/7/09 11:00,28.8,12.6,0.49000001,707.3,741.5,31.85,2,3,1,0.610000014,138.75,20.6,53,737.4,598,2.4,214,0,260,1.6,69.2,5.3,66.1,83.8,5,0.701,22.7,122.3,45,10.8,51.4,71,,
6/7/09 12:00,28.8,13.2,0.49000001,706.7,741.0,31.86,2,3,1,0.610000014,138.68,21.7,49,736.8,716,2.0,246,0,284,1.4,71.1,4.4,55.4,83.8,5,0.701,23.3,122.3,45,10.6,51.0,73,,
6/7/09 13:00,28.8,13.8,0.49000001,706.2,740.4,31.86,2,3,0,0.610000014,138.59,23.2,45,736.2,961,2.3,240,0,265,1.7,73.7,5.1,56.6,83.8,7,0.701,24.4,0.8,45,10.7,51.3,76,,
6/7/09 14:00,28.8,14.2,0.49000001,705.9,740.2,31.82,2,2,0,0.610000014,138.55,22.1,52,736.0,835,5.3,246,0,245,5.1,71.8,11.8,18.2,83.8,6,0.701,26.2,122.3,45,11.7,53.0,73,,
6/7/09 15:00,28.9,14.5,0.49000001,706.1,740.3,31.87,2,2,0,0.610000014,138.58,20.2,60,736.2,649,5.6,239,0,242,5.2,68.4,12.5,27.6,83.9,3,0.701,24.9,122.3,46,12.2,53.9,69,,
6/7/09 16:00,28.9,14.8,0.49000001,705.9,740.2,31.84,2,2,0,0.610000014,138.57,18.9,64,736.0,341,4.4,243,0,247,4.0,66.0,9.8,28.2,84.0,4,0.700,22.6,122.2,46,12.0,53.7,66,,
6/7/09 17:00,29.0,14.4,0.49000001,705.7,740.0,31.80,2,2,0,0.610000014,138.54,18.5,66,735.8,231,3.1,237,0,244,2.8,65.4,6.9,34.9,84.1,5,0.701,21.0,122.2,46,12.1,53.8,66,,
6/7/09 18:00,28.9,14.4,0.49000001,705.9,740.1,31.83,2,2,0,0.610000014,138.55,17.3,72,736.0,45,2.3,235,0,244,1.9,63.2,5.0,46.0,84.0,5,0.700,20.6,0.8,46,12.2,54.0,64,,
6/7/09 19:00,30.7,8.9,0.49000001,706.1,740.5,33.00,2,3,1,0.610000014,138.71,16.0,78,736.3,3,1.0,155,0,148,0.4,60.7,2.2,76.0,87.2,15,0.701,18.9,122.3,47,12.1,53.7,63,,
6/7/09 20:00,32.5,6.0,0.49000001,706.2,740.7,34.75,2,3,1,0.610000014,138.77,15.4,80,736.5,2,1.2,142,0,139,1.0,59.8,2.8,47.8,90.4,1,0.700,17.5,122.3,46,11.9,53.4,62,,
6/7/09 21:00,33.0,7.0,0.49000001,706.4,741.0,35.30,2,4,2,0.610000014,138.80,14.9,84,736.8,2,2.3,143,0,144,2.2,58.9,5.0,16.7,91.4,0,0.700,16.9,0.8,45,12.3,54.1,59,,
6/7/09 22:00,33.3,5.4,0.49000001,706.2,740.8,35.58,2,3,1,0.610000014,138.78,14.5,88,736.6,2,0.4,132,0,134,0.3,58.1,0.9,42.0,91.9,0,0.700,16.4,122.2,45,12.5,54.5,65,,
6/7/09 23:00,33.4,4.9,0.49000001,706.0,740.7,35.72,2,3,1,0.610000014,138.76,13.8,91,736.5,2,1.1,133,0,134,1.1,56.8,2.5,25.6,92.1,3,0.700,16.0,0.8,45,12.3,54.1,59,,
6/8/09 0:00,33.4,5.6,0.49000001,706.0,740.7,35.76,2,3,1,0.610000014,138.76,14.2,89,736.4,2,1.4,138,0,140,1.2,57.6,3.2,42.8,92.2,2,0.700,15.2,122.2,44,12.4,54.3,59,,
6/8/09 1:00,33.3,14.7,0.49000001,705.8,740.4,35.74,,,,,,14.2,87,736.2,2,1.9,138,0,138,1.8,57.6,4.2,23.9,91.9,0,0.700,15.7,122.2,45,12.1,53.8,58,,
6/8/09 2:00,33.4,,,,,,2,3,1,0.610000014,138.69,14.2,87,735.9,2,0.9,152,0,147,0.8,57.5,2.1,44.7,92.2,0,0.700,15.7,122.2,44,12.0,53.7,61,,
6/8/09 3:00,31.0,9.7,0.49000001,705.6,740.1,34.46,2,3,1,0.610000014,138.45,14.2,85,735.8,2,0.7,226,0,244,0.6,57.5,1.6,58.4,87.9,3,0.700,15.7,0.8,44,11.7,53.1,62,,
6/8/09 4:00,29.1,13.0,0.49000001,705.9,740.3,32.29,2,2,0,0.610000014,138.51,14.1,84,736.1,4,1.7,241,0,242,1.5,57.4,3.8,32.9,84.4,2,0.701,15.6,122.1,45,11.4,52.5,58,,
6/8/09 5:00,29.0,12.7,0.49000001,706.1,740.3,31.84,3,4,1,0.610000014,138.56,14.3,83,736.2,59,2.0,151,0,149,1.9,57.8,4.5,26.4,84.1,0,0.701,15.6,0.8,45,11.4,52.6,58,,
6/8/09 6:00,29.0,10.4,0.49000001,706.1,740.4,31.82,6,15,9,0.610000014,138.57,15.1,79,736.3,119,2.0,140,0,142,1.9,59.2,4.5,17.1,84.3,0,0.700,15.8,122.1,46,11.5,52.7,59,,
6/8/09 7:00,29.0,7.7,0.49000001,706.3,740.6,31.77,7,18,11,0.610000014,138.59,16.0,75,736.4,187,1.6,155,0,152,1.2,60.8,3.5,47.5,84.1,1,0.700,16.7,122.2,46,11.6,52.8,62,,
6/8/09 8:00,29.1,10.0,0.49000001,706.3,740.6,31.87,2,5,3,0.610000014,138.57,16.9,70,736.4,294,1.6,254,0,254,1.5,62.4,3.7,35.5,84.3,5,0.700,17.8,0.8,46,11.5,52.6,64,,
6/8/09 9:00,29.1,11.9,0.49000001,706.2,740.5,31.97,2,4,2,0.610000014,138.54,18.5,63,736.3,572,1.3,203,0,224,0.5,65.4,2.8,86.8,84.4,5,0.700,19.1,0.8,46,11.4,52.5,68,,
6/8/09 10:00,28.9,13.0,0.49000001,706.0,740.3,31.91,2,4,2,0.610000014,138.48,20.6,54,736.1,774,1.7,205,0,261,0.8,69.1,3.8,86.2,83.9,4,0.700,20.9,0.8,46,11.0,51.7,71,,
6/8/09 11:00,28.8,14.8,0.49000001,705.8,740.1,31.96,2,4,1,0.610000014,138.45,21.7,48,735.9,828,2.8,237,0,246,2.4,71.0,6.2,46.5,83.8,5,0.701,23.3,0.8,45,10.2,50.3,73,,
6/8/09 12:00,28.8,15.2,0.49000001,705.7,740.0,31.90,2,3,1,0.610000014,138.41,21.1,55,735.8,784,5.4,247,0,246,5.2,69.9,12.0,14.4,83.8,3,0.701,24.6,122.2,44,11.6,52.8,71,,
6/8/09 13:00,28.8,14.7,0.49000001,705.6,739.8,31.95,2,3,1,0.610000014,138.42,21.7,53,735.7,985,5.1,245,0,247,4.8,71.0,11.3,21.8,83.9,4,0.700,23.6,122.3,45,11.7,53.0,72,,
6/8/09 14:00,28.8,15.2,0.49000001,705.6,739.9,31.93,2,3,1,0.610000014,138.45,20.8,55,735.7,858,5.1,242,0,246,4.7,69.5,11.4,29.2,83.9,5,0.700,24.4,122.2,46,11.6,52.8,70,,
6/8/09 15:00,29.0,14.9,0.49000001,705.6,739.9,32.00,2,3,1,0.610000014,138.46,20.8,53,735.7,693,3.3,227,0,242,2.7,69.5,7.4,51.1,84.1,3,0.700,23.3,122.2,46,10.9,51.6,71,,
6/8/09 16:00,29.0,14.8,0.49000001,705.7,739.9,31.92,2,3,1,0.610000014,138.45,19.5,57,735.8,460,4.8,236,0,244,4.2,67.1,10.7,37.3,84.2,2,0.701,23.3,0.8,45,10.7,51.3,67,,
6/8/09 17:00,29.0,14.1,0.49000001,705.7,740.0,31.86,2,3,1,0.610000014,138.45,17.6,64,735.8,247,5.7,241,0,243,5.2,63.7,12.7,26.1,84.2,1,0.701,21.9,122.2,45,10.8,51.5,63,,
6/8/09 18:00,29.0,13.2,0.49000001,705.7,740.0,31.85,2,3,1,0.610000014,138.46,16.0,72,735.8,43,3.2,230,0,242,2.8,60.8,7.2,41.9,84.2,1,0.700,19.7,0.8,45,10.9,51.7,60,,
6/8/09 19:00,30.7,8.9,0.49000001,705.7,740.1,33.00,2,3,1,0.610000014,138.60,14.7,78,736.0,3,1.4,143,0,141,1.1,58.4,3.0,45.7,87.3,4,0.700,17.7,122.3,45,10.9,51.6,60,,
6/8/09 20:00,32.2,7.8,0.49000001,706.1,740.7,34.50,2,3,1,0.610000014,138.68,13.7,83,736.5,2,2.5,150,0,150,2.4,56.7,5.5,13.1,89.9,9,0.700,16.2,122.3,45,10.9,51.6,56,,
6/8/09 21:00,32.6,6.1,0.49000001,706.3,740.9,34.97,2,3,0,0.610000014,138.71,13.5,86,736.7,2,1.2,166,0,159,0.9,56.3,2.6,48.1,90.7,7,0.700,15.2,122.2,44,11.1,52.0,59,,
6/8/09 22:00,32.9,5.6,0.49000001,706.2,740.8,35.26,2,3,0,0.610000014,138.70,13.8,85,736.5,2,1.2,157,0,151,1.1,56.9,2.8,53.4,91.2,2,0.700,14.9,0.8,44,11.4,52.5,60,,
6/8/09 23:00,33.1,4.6,0.49000001,706.1,740.8,35.48,2,2,0,0.610000014,138.70,14.0,83,736.6,2,0.8,185,0,201,0.4,57.1,1.8,75.3,91.6,2,0.701,15.3,0.8,44,11.2,52.2,61,,
6/9/09 0:00,33.3,4.7,0.49000001,705.7,740.3,35.65,2,3,0,0.610000014,138.63,13.9,84,736.1,2,0.7,142,0,143,0.6,57.0,1.5,34.1,92.0,2,0.701,15.4,0.8,44,11.3,52.3,61,,
6/9/09 1:00,33.2,14.3,0.49000001,705.3,740.0,35.63,,,,,,13.6,86,735.8,2,0.6,135,0,142,0.5,56.5,1.3,34.8,91.7,6,0.701,15.4,122.2,43,11.3,52.2,63,,
6/9/09 2:00,33.4,,,,,,2,3,1,0.610000014,138.57,13.9,84,735.6,2,0.3,166,0,151,0.2,57.0,0.6,68.9,92.1,8,0.700,15.1,122.2,43,11.2,52.2,67,,
6/9/09 3:00,31.0,8.9,0.49000001,705.4,740.0,34.46,2,3,1,0.610000014,138.33,13.9,83,735.7,2,0.8,209,0,217,0.6,57.1,1.7,52.8,87.8,4,0.701,15.3,122.2,43,11.0,51.9,60,,
6/9/09 4:00,29.1,10.9,0.49000001,705.7,740.1,32.27,3,5,2,0.610000014,138.35,14.0,82,735.9,5,0.5,143,0,147,0.5,57.2,1.2,40.0,84.5,2,0.701,15.4,122.2,44,10.9,51.7,63,,
6/9/09 5:00,29.0,9.7,0.49000001,706.1,740.4,31.88,4,9,5,0.610000014,138.44,14.2,81,736.3,38,1.0,140,0,140,0.9,57.6,2.3,37.4,84.2,0,0.700,15.4,122.3,45,11.0,51.8,60,,
6/9/09 6:00,29.1,8.4,0.49000001,706.6,740.9,31.88,7,17,9,0.610000014,138.52,14.8,79,736.8,194,2.3,145,0,146,2.2,58.7,5.1,15.6,84.4,0,0.701,15.7,122.2,45,11.1,52.0,59,,
6/9/09 7:00,29.1,5.8,0.49000001,707.0,741.3,31.88,11,25,14,0.610000014,138.54,16.0,72,737.2,330,2.5,158,0,152,2.2,60.8,5.6,35.6,84.4,16,0.701,16.5,122.2,46,10.9,51.7,61,,
6/9/09 8:00,29.1,7.4,0.49000001,707.3,741.6,31.93,5,13,9,0.610000014,138.56,16.7,69,737.4,268,2.0,191,0,187,1.2,62.1,4.4,65.6,84.4,12,0.700,17.9,0.8,45,10.9,51.6,63,,
6/9/09 9:00,29.0,10.2,0.49000001,707.3,741.6,31.93,3,6,4,0.610000014,138.55,16.9,68,737.5,340,2.9,246,0,245,2.8,62.5,6.4,18.5,84.3,8,0.700,18.7,0.8,45,11.1,51.9,62,,
6/9/09 10:00,29.0,11.9,0.49000001,707.3,741.6,31.90,3,8,5,0.610000014,138.54,18.4,61,737.4,417,1.8,211,0,222,1.2,65.1,4.1,60.8,84.2,7,0.701,19.1,0.8,45,10.7,51.3,67,,
6/9/09 11:00,28.9,12.5,0.49000001,707.1,741.3,31.87,3,8,5,0.610000014,138.49,19.2,57,737.2,401,2.3,220,0,231,1.7,66.6,5.2,53.5,84.1,5,0.701,20.7,122.0,45,10.4,50.8,68,,
6/9/09 12:00,28.9,14.4,0.49000001,706.7,741.0,31.88,3,5,2,0.610000014,138.43,19.5,56,736.8,583,3.8,249,0,248,3.6,67.1,8.4,21.1,84.0,7,0.700,21.6,122.0,44,10.3,50.6,68,,
6/9/09 13:00,28.9,15.6,0.49000001,706.7,741.0,31.93,2,4,2,0.610000014,138.42,19.3,58,736.8,433,4.7,246,0,246,4.5,66.7,10.4,16.2,84.0,11,0.700,22.1,122.1,44,10.8,51.5,67,,
6/9/09 14:00,28.9,16.2,0.49000001,706.5,740.8,31.98,2,3,1,0.610000014,138.40,19.9,57,736.6,580,4.1,244,0,245,3.8,67.9,9.1,21.3,84.0,6,0.701,21.4,122.2,45,11.1,51.9,68,,
6/9/09 15:00,28.9,16.8,0.49000001,706.5,740.8,31.96,2,3,1,0.610000014,138.41,19.6,59,736.6,579,4.5,237,0,243,4.2,67.3,10.1,28.9,84.1,4,0.701,22.4,122.2,45,11.2,52.2,68,,
6/9/09 16:00,29.0,16.9,0.49000001,706.4,740.7,31.96,2,3,1,0.610000014,138.41,19.1,61,736.5,453,4.7,243,0,243,4.5,66.4,10.5,21.6,84.2,6,0.701,22.0,122.3,45,11.3,52.4,66,,
6/9/09 17:00,29.0,16.5,0.49000001,706.4,740.7,31.93,2,3,1,0.610000014,138.40,18.2,65,736.5,230,4.2,240,0,243,4.0,64.8,9.3,22.6,84.3,6,0.700,21.5,122.2,45,11.4,52.5,65,,
6/9/09 18:00,29.0,16.2,0.49000001,706.5,740.8,31.83,2,3,1,0.610000014,138.42,16.7,72,736.6,36,3.1,236,0,242,2.8,62.0,7.0,35.9,84.2,2,0.700,20.3,122.2,45,11.6,52.9,62,,
6/9/09 19:00,30.6,8.9,0.49000001,706.4,740.8,32.95,2,4,1,0.610000014,138.54,15.1,82,736.7,3,3.2,233,0,241,2.9,59.2,7.1,33.1,87.0,3,0.700,18.3,122.2,46,12.1,53.7,59,,
6/9/09 20:00,32.4,6.0,0.49000001,706.5,741.1,34.76,2,4,2,0.610000014,138.64,14.7,85,736.9,2,2.7,189,0,210,1.8,58.4,6.0,58.8,90.4,4,0.700,16.6,122.2,46,12.2,53.9,58,,
6/9/09 21:00,33.0,6.4,0.49000001,706.8,741.4,35.30,2,3,1,0.610000014,138.69,14.7,85,737.2,2,1.7,145,0,143,1.5,58.4,3.7,42.3,91.3,6,0.700,16.1,0.8,45,12.2,54.0,59,,
6/9/09 22:00,33.3,5.8,0.49000001,706.7,741.4,35.59,2,3,1,0.610000014,138.70,14.6,86,737.2,2,0.9,145,0,139,0.6,58.3,1.9,58.0,91.9,5,0.700,16.1,122.2,45,12.2,54.0,62,,
6/9/09 23:00,33.5,5.8,0.49000001,706.7,741.4,35.78,2,3,1,0.610000014,138.68,14.6,84,737.1,2,1.3,142,0,144,1.3,58.3,3.0,23.4,92.2,4,0.701,16.0,122.2,45,12.0,53.6,60,,
6/10/09 0:00,33.6,5.5,0.49000001,706.5,741.3,35.92,2,4,1,0.610000014,138.67,14.6,85,737.0,2,0.6,159,0,154,0.4,58.2,1.3,68.4,92.5,6,0.700,16.1,122.2,44,12.1,53.8,64,,
6/10/09 1:00,33.4,16.4,0.49000001,706.4,741.2,35.92,,,,,,14.4,87,736.9,2,1.3,145,0,144,1.1,58.0,2.9,37.5,92.2,6,0.700,16.0,122.3,44,12.3,54.1,60,,
6/10/09 2:00,33.7,,,,,,2,5,3,0.610000014,138.65,14.1,90,736.8,2,0.6,155,0,188,0.1,57.4,1.4,87.3,92.7,10,0.700,15.9,122.2,44,12.5,54.5,62,,
6/10/09 3:00,31.3,,,,,,4,8,4,0.610000014,138.42,14.0,90,736.9,2,1.8,143,0,145,1.7,57.3,4.0,20.4,88.4,15,0.700,15.7,122.2,44,12.4,54.3,57,,
6/10/09 4:00,29.2,20.6,0.49000001,707.0,741.4,32.43,,,,,,13.8,91,737.2,4,2.2,148,0,148,2.1,56.9,4.8,12.8,84.6,15,0.700,15.6,122.1,45,12.4,54.4,56,,
6/10/09 5:00,29.1,13.2,0.49000001,707.3,741.6,32.09,,,,,,14.0,91,737.4,16,1.5,144,0,143,1.4,57.2,3.3,22.4,84.3,1,0.700,15.3,122.3,47,12.5,54.5,58,,
6/10/09 6:00,29.0,8.1,0.49000001,707.6,742.0,31.89,7,19,12,0.610000014,138.51,14.6,87,737.8,64,1.0,146,0,143,0.9,58.2,2.2,46.6,84.2,4,0.700,15.5,122.4,48,12.5,54.5,61,,
6/10/09 7:00,29.1,7.4,0.49000001,708.0,742.3,31.86,7,18,12,0.610000014,138.60,14.8,85,738.2,97,1.9,177,0,159,1.4,58.6,4.3,61.8,84.4,10,0.700,16.1,122.3,48,12.2,54.0,59,,
6/10/09 8:00,29.0,6.7,0.49000001,708.2,742.5,31.89,10,25,15,0.610000014,138.63,15.1,82,738.3,148,2.3,158,0,149,2.0,59.2,5.2,45.1,84.3,11,0.701,16.4,122.3,47,12.0,53.6,59,,
6/10/09 9:00,27.6,,,,,,,,,,,15.5,82,738.4,339,3.0,144,0,144,2.9,59.8,6.8,21.6,81.6,7,0.700,16.8,0.8,47,12.3,54.2,59,,
6/10/09 10:00,27.9,,,,,,,,,,,15.9,79,738.5,263,3.3,149,,149,3.2,60.6,7.3,15.3,82.3,,,,,,12.3,54.0,60,,
6/10/09 11:00,28.7,,,,,,4,19,16,0.610000014,139.17,17.5,71,738.2,466,2.4,152,0,149,1.9,63.5,5.3,43.9,83.7,,,,,,12.2,54.0,64,,
6/10/09 12:00,28.6,10.0,0.49000001,708.3,742.2,31.46,0,4,4,0.610000014,138.95,17.9,71,738.0,732,3.8,238,0,245,3.5,64.3,8.6,35.0,83.5,,,,,,12.5,54.4,64,,
6/10/09 13:00,28.4,13.7,0.49000001,708.0,742.0,31.27,0,2,2,0.610000014,138.89,18.2,69,737.8,888,4.3,241,0,244,4.0,64.8,9.5,24.1,83.1,11,0.701,,,,12.3,54.2,65,,
6/10/09 14:00,28.4,14.5,0.49000001,707.7,741.7,31.21,0,1,2,0.610000014,138.84,18.8,64,737.5,705,3.5,239,0,244,3.3,65.9,7.9,29.1,83.1,7,0.700,20.9,122.2,48,11.9,53.4,66,,
6/10/09 15:00,28.4,16.0,0.49000001,707.3,741.3,31.17,0,2,2,0.610000014,138.75,20.3,58,737.0,708,2.5,183,0,173,1.5,68.6,5.6,63.5,83.1,7,0.701,21.5,0.8,47,11.9,53.4,70,,
6/10/09 16:00,28.4,15.8,0.49000001,707.0,741.1,31.17,0,1,1,0.610000014,138.69,20.0,58,736.8,586,3.0,236,0,245,2.7,68.1,6.7,40.0,83.1,9,0.701,23.0,122.3,46,11.4,52.5,69,,
6/10/09 17:00,28.4,15.3,0.49000001,707.0,741.1,31.13,0,1,1,0.610000014,138.68,18.2,66,736.8,257,3.9,244,0,244,3.7,64.7,8.8,22.0,83.1,7,0.700,23.0,122.2,46,11.6,52.9,65,,
6/10/09 18:00,28.4,14.7,0.49000001,707.3,741.3,31.09,0,1,1,0.610000014,138.70,16.3,74,737.0,52,3.2,241,0,244,3.0,61.4,7.2,28.5,83.2,7,0.700,20.5,0.8,46,11.7,53.0,61,,
6/10/09 19:00,30.4,8.5,0.49000001,707.3,741.5,32.55,0,1,1,0.610000014,138.68,14.7,81,737.3,3,2.6,234,0,239,2.2,58.5,5.8,39.8,86.8,2,0.700,18.1,122.3,47,11.6,52.8,58,,
6/10/09 20:00,32.3,5.1,0.49000001,707.5,741.8,34.42,1,1,1,0.610000014,138.66,14.0,84,737.6,2,2.6,230,0,236,2.3,57.2,5.9,37.1,90.1,4,0.700,16.2,0.8,46,11.4,52.5,57,,
6/10/09 21:00,32.9,4.1,0.49000001,707.7,742.2,35.11,1,2,1,0.610000014,138.65,13.9,86,737.9,2,2.8,237,0,241,2.6,57.1,6.2,29.2,91.2,6,0.701,15.5,122.4,45,11.6,53.0,56,,
6/10/09 22:00,33.2,4.2,0.49000001,707.7,742.2,35.43,1,2,1,0.610000014,138.62,14.0,86,737.9,2,0.9,197,0,226,0.5,57.3,2.0,78.1,91.7,4,0.700,15.4,122.2,44,11.8,53.2,60,,
6/10/09 23:00,33.4,4.3,0.49000001,707.6,742.1,35.60,1,2,1,0.610000014,138.56,14.2,83,737.8,2,0.5,154,0,143,0.3,57.6,1.1,67.3,92.1,3,0.700,15.5,0.8,44,11.5,52.6,63,,
6/11/09 0:00,33.4,4.9,0.49000001,707.4,741.9,35.64,1,2,1,0.610000014,138.51,14.0,85,737.6,2,2.2,143,0,143,2.2,57.2,4.9,13.1,92.2,1,0.700,15.7,122.3,44,11.5,52.8,57,,
6/11/09 1:00,33.2,12.7,0.49000001,707.3,741.8,35.48,,,,,,13.9,86,737.5,2,1.9,144,0,144,1.9,57.0,4.3,13.1,91.7,0,0.700,15.5,122.4,43,11.6,52.9,57,,
6/11/09 2:00,33.3,,,,,,1,2,1,0.610000014,138.44,13.7,87,737.1,2,2.9,141,0,142,2.8,56.6,6.4,14.8,91.9,0,0.700,15.4,122.4,44,11.6,52.8,55,,
6/11/09 3:00,30.5,6.8,0.49000001,707.2,741.5,33.71,3,7,4,0.610000014,138.29,13.3,89,737.2,2,0.8,137,0,139,0.7,56.0,1.7,39.7,86.9,0,0.700,15.1,122.3,43,11.6,52.9,60,,
6/11/09 4:00,28.6,7.9,0.49000001,707.6,741.6,31.45,2,6,4,0.610000014,138.41,13.6,87,737.4,5,0.4,146,0,139,0.3,56.5,0.8,57.0,83.4,1,0.701,14.7,122.1,45,11.6,52.8,64,,
6/11/09 5:00,28.5,7.1,0.49000001,707.8,741.8,31.13,5,12,7,0.610000014,138.47,14.0,85,737.6,44,0.9,138,0,137,0.8,57.2,2.0,34.1,83.3,1,0.700,15.1,122.2,46,11.5,52.8,59,,
6/11/09 6:00,28.6,4.8,0.49000001,707.8,741.9,31.12,8,20,12,0.610000014,138.48,15.0,77,737.7,212,0.9,165,0,153,0.5,59.1,2.1,71.2,83.4,0,0.701,15.5,122.3,47,11.0,51.7,61,,
6/11/09 7:00,28.6,5.6,0.49000001,708.0,742.0,31.11,8,22,14,0.610000014,138.47,16.2,67,737.8,281,1.4,145,0,141,1.1,61.2,3.2,51.8,83.4,4,0.700,16.9,122.2,46,10.0,49.9,63,,
6/11/09 8:00,28.5,6.2,0.49000001,708.1,742.1,31.07,9,23,15,0.610000014,138.44,17.2,63,737.9,571,2.2,144,0,142,2.0,62.9,5.0,30.7,83.3,8,0.700,18.4,122.3,44,10.0,50.0,64,,
6/11/09 9:00,28.4,6.8,0.49000001,708.1,742.2,31.13,6,19,13,0.610000014,138.41,19.1,55,737.9,727,2.7,172,0,161,1.9,66.4,6.1,56.2,83.1,19,0.700,19.3,122.3,44,10.0,49.9,67,,
