MESSY_DATE,SITE,OZONE,LATITUDE,LONGITUDE,temperature,UNITS
2015-05-18T16:00:00Z,27-017-7417,0.017,46.713694,-92.511722,44.92,PPM
2015-05-18T17:00:00Z,27-017-7417,0.02,46.713694,-92.511722,45.07,PPM
2015-05-18T18:00:00Z,27-017-7417,0.023,46.713694,-92.511722,45.07,PPM
2015-05-18T19:00:00Z,27-017-7417,0.022,46.713694,-92.511722,43.46,PPM
2015-05-18T20:00:00Z,27-017-7417,0.023,46.713694,-92.511722,43.23,PPM
2015-05-18T21:00:00Z,27-017-7417,0.022,46.713694,-92.511722,43.23,PPM
2015-05-18T22:00:00Z,27-017-7417,0.022,46.713694,-92.511722,41.52,PPM
2015-05-18T23:00:00Z,27-017-7417,0.022,46.713694,-92.511722,39.7,PPM
2015-05-19T00:00:00Z,27-017-7417,0.022,46.713694,-92.511722,39.28,PPM
2015-05-19T01:00:00Z,27-017-7417,0.022,46.713694,-92.511722,37.35,PPM
2015-05-19T02:00:00Z,27-017-7417,0.022,46.713694,-92.511722,36.25,PPM
2015-05-19T03:00:00Z,27-017-7417,0.024,46.713694,-92.511722,34.66,PPM
2015-05-19T04:00:00Z,27-017-7417,0.025,46.713694,-92.511722,34.43,PPM
2015-05-19T05:00:00Z,27-017-7417,0.026,46.713694,-92.511722,34.24,PPM
2015-05-19T06:00:00Z,27-017-7417,0.027,46.713694,-92.511722,34.15,PPM
2015-05-19T07:00:00Z,27-017-7417,0.027,46.713694,-92.511722,34.11,PPM
2015-05-19T08:00:00Z,27-017-7417,0.028,46.713694,-92.511722,32.5,PPM
2015-05-19T09:00:00Z,27-017-7417,0.032,46.713694,-92.511722,33.96,PPM
2015-05-19T10:00:00Z,27-017-7417,0.031,46.713694,-92.511722,34.06,PPM
2015-05-19T11:00:00Z,27-017-7417,0.032,46.713694,-92.511722,32.56,PPM
2015-05-19T12:00:00Z,27-017-7417,0.035,46.713694,-92.511722,34.29,PPM
2015-05-19T13:00:00Z,27-017-7417,0.039,46.713694,-92.511722,36.3,PPM
2015-05-19T14:00:00Z,27-017-7417,0.041,46.713694,-92.511722,39.3,PPM
2015-05-19T15:00:00Z,27-017-7417,0.042,46.713694,-92.511722,43.02,PPM
2015-05-19T16:00:00Z,27-017-7417,0.043,46.713694,-92.511722,45.96,PPM
2015-05-19T17:00:00Z,27-017-7417,0.046,46.713694,-92.511722,48.03,PPM
2015-05-19T18:00:00Z,27-017-7417,0.046,46.713694,-92.511722,51.77,PPM
2015-05-19T19:00:00Z,27-017-7417,0.047,46.713694,-92.511722,53.84,PPM
2015-05-19T20:00:00Z,27-017-7417,0.047,46.713694,-92.511722,54.96,PPM
2015-05-19T21:00:00Z,27-017-7417,0.044,46.713694,-92.511722,55.23,PPM
2015-05-19T22:00:00Z,27-017-7417,0.043,46.713694,-92.511722,55.05,PPM
2015-05-19T23:00:00Z,27-017-7417,0.044,46.713694,-92.511722,55.03,PPM
2015-05-20T00:00:00Z,27-017-7417,0.044,46.713694,-92.511722,55.04,PPM
2015-05-20T01:00:00Z,27-017-7417,0.041,46.713694,-92.511722,53.8,PPM
2015-05-20T02:00:00Z,27-017-7417,0.027,46.713694,-92.511722,45.72,PPM
2015-05-20T03:00:00Z,27-017-7417,0.022,46.713694,-92.511722,40.06,PPM
2015-05-20T04:00:00Z,27-017-7417,0.021,46.713694,-92.511722,37.17,PPM
2015-05-20T05:00:00Z,27-017-7417,0.031,46.713694,-92.511722,38.91,PPM
2015-05-20T06:00:00Z,27-017-7417,0.031,46.713694,-92.511722,37.46,PPM
2015-05-20T07:00:00Z,27-017-7417,0.027,46.713694,-92.511722,36.01,PPM
2015-05-20T08:00:00Z,27-017-7417,0.014,46.713694,-92.511722,34.33,PPM
2015-05-20T09:00:00Z,27-017-7417,0.009,46.713694,-92.511722,31.11,PPM
2015-05-20T10:00:00Z,27-017-7417,0.006,46.713694,-92.511722,29.31,PPM
2015-05-20T11:00:00Z,27-017-7417,0.011,46.713694,-92.511722,30.91,PPM
2015-05-20T12:00:00Z,27-017-7417,0.027,46.713694,-92.511722,39.1,PPM
2015-05-20T15:00:00Z,27-017-7417,0.045,46.713694,-92.511722,54.56,PPM
2015-05-20T16:00:00Z,27-017-7417,0.047,46.713694,-92.511722,56.57,PPM
2015-05-20T17:00:00Z,27-017-7417,0.049,46.713694,-92.511722,56.93,PPM
2015-05-20T18:00:00Z,27-017-7417,0.051,46.713694,-92.511722,60.31,PPM
2015-05-20T19:00:00Z,27-017-7417,0.053,46.713694,-92.511722,60.82,PPM
2015-05-20T20:00:00Z,27-017-7417,0.054,46.713694,-92.511722,60.98,PPM
2015-05-20T21:00:00Z,27-017-7417,0.053,46.713694,-92.511722,62.69,PPM
2015-05-20T22:00:00Z,27-017-7417,0.054,46.713694,-92.511722,63.68,PPM
2015-05-20T23:00:00Z,27-017-7417,0.055,46.713694,-92.511722,63.59,PPM
2015-05-21T00:00:00Z,27-017-7417,0.056,46.713694,-92.511722,62.71,PPM
2015-05-21T01:00:00Z,27-017-7417,0.054,46.713694,-92.511722,60.5,PPM
2015-05-21T02:00:00Z,27-017-7417,0.041,46.713694,-92.511722,54.02,PPM
2015-05-21T03:00:00Z,27-017-7417,0.044,46.713694,-92.511722,51.89,PPM
2015-05-21T04:00:00Z,27-017-7417,0.048,46.713694,-92.511722,52.86,PPM
2015-05-21T05:00:00Z,27-017-7417,0.048,46.713694,-92.511722,49.6,PPM
2015-05-21T06:00:00Z,27-017-7417,0.048,46.713694,-92.511722,47.94,PPM
2015-05-21T07:00:00Z,27-017-7417,0.049,46.713694,-92.511722,50.81,PPM
2015-05-21T08:00:00Z,27-017-7417,0.048,46.713694,-92.511722,50.78,PPM
2015-05-21T09:00:00Z,27-017-7417,0.047,46.713694,-92.511722,47.82,PPM
2015-05-21T10:00:00Z,27-017-7417,0.046,46.713694,-92.511722,46.09,PPM
2015-05-21T11:00:00Z,27-017-7417,0.044,46.713694,-92.511722,46.1,PPM
2015-05-21T12:00:00Z,27-017-7417,0.041,46.713694,-92.511722,50.08,PPM
2015-05-21T13:00:00Z,27-017-7417,0.041,46.713694,-92.511722,54.43,PPM
2015-05-21T14:00:00Z,27-017-7417,0.042,46.713694,-92.511722,57.92,PPM
2015-05-21T15:00:00Z,27-017-7417,0.04,46.713694,-92.511722,59.61,PPM
2015-05-21T16:00:00Z,27-017-7417,0.04,46.713694,-92.511722,61.1,PPM
2015-05-21T17:00:00Z,27-017-7417,0.048,46.713694,-92.511722,62.32,PPM
2015-05-21T18:00:00Z,27-017-7417,0.05,46.713694,-92.511722,64.16,PPM
2015-05-21T19:00:00Z,27-017-7417,0.047,46.713694,-92.511722,64.53,PPM
2015-05-21T20:00:00Z,27-017-7417,0.05,46.713694,-92.511722,64.74,PPM
2015-05-21T21:00:00Z,27-017-7417,0.05,46.713694,-92.511722,65.07,PPM
2015-05-21T22:00:00Z,27-017-7417,0.048,46.713694,-92.511722,65.21,PPM
2015-05-21T23:00:00Z,27-017-7417,0.05,46.713694,-92.511722,64.98,PPM
2015-05-22T00:00:00Z,27-017-7417,0.05,46.713694,-92.511722,63.31,PPM
2015-05-22T01:00:00Z,27-017-7417,0.049,46.713694,-92.511722,62.36,PPM
2015-05-22T02:00:00Z,27-017-7417,0.042,46.713694,-92.511722,56.91,PPM
2015-05-22T03:00:00Z,27-017-7417,0.035,46.713694,-92.511722,50.59,PPM
2015-05-22T04:00:00Z,27-017-7417,0.031,46.713694,-92.511722,46.7,PPM
2015-05-22T05:00:00Z,27-017-7417,0.027,46.713694,-92.511722,46.31,PPM
2015-05-22T06:00:00Z,27-017-7417,0.02,46.713694,-92.511722,43.23,PPM
2015-05-22T07:00:00Z,27-017-7417,0.014,46.713694,-92.511722,37.94,PPM
2015-05-22T08:00:00Z,27-017-7417,0.011,46.713694,-92.511722,36.85,PPM
2015-05-22T09:00:00Z,27-017-7417,0.01,46.713694,-92.511722,34.91,PPM
2015-05-22T10:00:00Z,27-017-7417,0.007,46.713694,-92.511722,34.59,PPM
2015-05-22T11:00:00Z,27-017-7417,0.007,46.713694,-92.511722,34.62,PPM
2015-05-22T12:00:00Z,27-017-7417,0.019,46.713694,-92.511722,44.57,PPM
2015-05-22T13:00:00Z,27-017-7417,0.032,46.713694,-92.511722,51.15,PPM
2015-05-22T14:00:00Z,27-017-7417,0.041,46.713694,-92.511722,55.75,PPM
2015-05-22T15:00:00Z,27-017-7417,0.044,46.713694,-92.511722,60.98,PPM
2015-05-22T16:00:00Z,27-017-7417,0.046,46.713694,-92.511722,61.47,PPM
2015-05-22T17:00:00Z,27-017-7417,0.048,46.713694,-92.511722,64.08,PPM
2015-05-22T18:00:00Z,27-017-7417,0.049,46.713694,-92.511722,65.85,PPM
2015-05-22T19:00:00Z,27-017-7417,0.049,46.713694,-92.511722,67.37,PPM
2015-05-22T20:00:00Z,27-017-7417,0.05,46.713694,-92.511722,69.12,PPM
2015-05-22T21:00:00Z,27-017-7417,0.049,46.713694,-92.511722,69.2,PPM
2015-05-22T22:00:00Z,27-017-7417,0.05,46.713694,-92.511722,69.04,PPM
2015-05-22T23:00:00Z,27-017-7417,0.052,46.713694,-92.511722,68.98,PPM
2015-05-23T00:00:00Z,27-017-7417,0.05,46.713694,-92.511722,67.23,PPM
2015-05-23T01:00:00Z,27-017-7417,0.045,46.713694,-92.511722,64.74,PPM
2015-05-23T02:00:00Z,27-017-7417,0.033,46.713694,-92.511722,58.26,PPM
2015-05-23T03:00:00Z,27-017-7417,0.025,46.713694,-92.511722,52.32,PPM
2015-05-23T04:00:00Z,27-017-7417,0.015,46.713694,-92.511722,50.45,PPM
2015-05-23T05:00:00Z,27-017-7417,0.031,46.713694,-92.511722,51.74,PPM
2015-05-23T06:00:00Z,27-017-7417,0.04,46.713694,-92.511722,52.12,PPM
2015-05-23T07:00:00Z,27-017-7417,0.045,46.713694,-92.511722,51.32,PPM
2015-05-23T08:00:00Z,27-017-7417,0.047,46.713694,-92.511722,51.97,PPM
2015-05-23T09:00:00Z,27-017-7417,0.048,46.713694,-92.511722,51.14,PPM
2015-05-23T10:00:00Z,27-017-7417,0.048,46.713694,-92.511722,51.18,PPM
2015-05-23T11:00:00Z,27-017-7417,0.049,46.713694,-92.511722,51.55,PPM
2015-05-23T12:00:00Z,27-017-7417,0.05,46.713694,-92.511722,56.88,PPM
2015-05-23T13:00:00Z,27-017-7417,0.053,46.713694,-92.511722,62.59,PPM
2015-05-23T14:00:00Z,27-017-7417,0.058,46.713694,-92.511722,68.21,PPM
2015-05-23T15:00:00Z,27-017-7417,0.058,46.713694,-92.511722,70.82,PPM
2015-05-23T16:00:00Z,27-017-7417,0.058,46.713694,-92.511722,71.56,PPM
2015-05-23T17:00:00Z,27-017-7417,0.061,46.713694,-92.511722,72.71,PPM
2015-05-23T18:00:00Z,27-017-7417,0.063,46.713694,-92.511722,74.22,PPM
2015-05-23T19:00:00Z,27-017-7417,0.065,46.713694,-92.511722,74.62,PPM
2015-05-23T20:00:00Z,27-017-7417,0.065,46.713694,-92.511722,72.86,PPM
2015-05-23T21:00:00Z,27-017-7417,0.064,46.713694,-92.511722,74.57,PPM
2015-05-23T22:00:00Z,27-017-7417,0.063,46.713694,-92.511722,72.9,PPM
2015-05-23T23:00:00Z,27-017-7417,0.064,46.713694,-92.511722,71.28,PPM
2015-05-24T00:00:00Z,27-017-7417,0.063,46.713694,-92.511722,69.32,PPM
2015-05-24T01:00:00Z,27-017-7417,0.06,46.713694,-92.511722,65.57,PPM
2015-05-24T02:00:00Z,27-017-7417,0.056,46.713694,-92.511722,62.44,PPM
2015-05-24T03:00:00Z,27-017-7417,0.045,46.713694,-92.511722,59.99,PPM
2015-05-24T04:00:00Z,27-017-7417,0.034,46.713694,-92.511722,54.88,PPM
2015-05-24T05:00:00Z,27-017-7417,0.03,46.713694,-92.511722,52.5,PPM
2015-05-24T06:00:00Z,27-017-7417,0.023,46.713694,-92.511722,50.49,PPM
2015-05-24T07:00:00Z,27-017-7417,0.016,46.713694,-92.511722,48.73,PPM
2015-05-24T09:00:00Z,27-017-7417,0.012,46.713694,-92.511722,48.26,PPM
2015-05-24T10:00:00Z,27-017-7417,0.011,46.713694,-92.511722,48.4,PPM
2015-05-24T11:00:00Z,27-017-7417,0.014,46.713694,-92.511722,51.43,PPM
2015-05-24T12:00:00Z,27-017-7417,0.029,46.713694,-92.511722,54.74,PPM
2015-05-24T13:00:00Z,27-017-7417,0.045,46.713694,-92.511722,59.99,PPM
2015-05-24T14:00:00Z,27-017-7417,0.045,46.713694,-92.511722,62.22,PPM
2015-05-24T15:00:00Z,27-017-7417,0.045,46.713694,-92.511722,62.57,PPM
2015-05-24T16:00:00Z,27-017-7417,0.047,46.713694,-92.511722,63.5,PPM
2015-05-24T17:00:00Z,27-017-7417,0.056,46.713694,-92.511722,65.39,PPM
2015-05-24T18:00:00Z,27-017-7417,0.057,46.713694,-92.511722,65.4,PPM
2015-05-24T19:00:00Z,27-017-7417,0.06,46.713694,-92.511722,67.19,PPM
2015-05-24T20:00:00Z,27-017-7417,0.06,46.713694,-92.511722,68.88,PPM
2015-05-24T21:00:00Z,27-017-7417,0.062,46.713694,-92.511722,68.62,PPM
2015-05-24T22:00:00Z,27-017-7417,0.056,46.713694,-92.511722,65.54,PPM
2015-05-24T23:00:00Z,27-017-7417,0.054,46.713694,-92.511722,65.48,PPM
2015-05-25T00:00:00Z,27-017-7417,0.057,46.713694,-92.511722,63.75,PPM
2015-05-25T01:00:00Z,27-017-7417,0.049,46.713694,-92.511722,60.87,PPM
2015-05-25T02:00:00Z,27-017-7417,0.048,46.713694,-92.511722,58.97,PPM
2015-05-25T03:00:00Z,27-017-7417,0.047,46.713694,-92.511722,56.96,PPM
2015-05-25T04:00:00Z,27-017-7417,0.044,46.713694,-92.511722,56.67,PPM
2015-05-25T05:00:00Z,27-017-7417,0.043,46.713694,-92.511722,56.24,PPM
2015-05-25T06:00:00Z,27-017-7417,0.042,46.713694,-92.511722,55.75,PPM
2015-05-25T07:00:00Z,27-017-7417,0.044,46.713694,-92.511722,55.74,PPM
2015-05-25T08:00:00Z,27-017-7417,0.044,46.713694,-92.511722,55.72,PPM
2015-05-25T09:00:00Z,27-017-7417,0.043,46.713694,-92.511722,55.89,PPM
2015-05-25T10:00:00Z,27-017-7417,0.044,46.713694,-92.511722,56.03,PPM
2015-05-25T11:00:00Z,27-017-7417,0.044,46.713694,-92.511722,55.91,PPM
2015-05-25T12:00:00Z,27-017-7417,0.044,46.713694,-92.511722,55.89,PPM
2015-05-25T13:00:00Z,27-017-7417,0.039,46.713694,-92.511722,55.94,PPM
2015-05-25T14:00:00Z,27-017-7417,0.045,46.713694,-92.511722,53.83,PPM
2015-05-25T15:00:00Z,27-017-7417,0.045,46.713694,-92.511722,53.92,PPM
2015-05-25T16:00:00Z,27-017-7417,0.045,46.713694,-92.511722,53.76,PPM
2015-05-25T17:00:00Z,27-017-7417,0.043,46.713694,-92.511722,53.64,PPM
2015-05-25T18:00:00Z,27-017-7417,0.045,46.713694,-92.511722,53.45,PPM
2015-05-25T19:00:00Z,27-017-7417,0.045,46.713694,-92.511722,51.94,PPM
2015-05-25T20:00:00Z,27-017-7417,0.04,46.713694,-92.511722,51.92,PPM
2015-05-25T21:00:00Z,27-017-7417,0.039,46.713694,-92.511722,51.9,PPM
2015-05-25T22:00:00Z,27-017-7417,0.041,46.713694,-92.511722,51.83,PPM
2015-05-25T23:00:00Z,27-017-7417,0.042,46.713694,-92.511722,51.61,PPM
2015-05-26T00:00:00Z,27-017-7417,0.041,46.713694,-92.511722,50.1,PPM
2015-05-26T01:00:00Z,27-017-7417,0.04,46.713694,-92.511722,48.55,PPM
2015-05-26T02:00:00Z,27-017-7417,0.037,46.713694,-92.511722,48.49,PPM
2015-05-26T03:00:00Z,27-017-7417,0.037,46.713694,-92.511722,49.83,PPM
2015-05-26T04:00:00Z,27-017-7417,0.036,46.713694,-92.511722,51.37,PPM
2015-05-26T05:00:00Z,27-017-7417,0.036,46.713694,-92.511722,51.35,PPM
2015-05-26T06:00:00Z,27-017-7417,0.037,46.713694,-92.511722,51.36,PPM
2015-05-26T07:00:00Z,27-017-7417,0.038,46.713694,-92.511722,51.36,PPM
2015-05-26T08:00:00Z,27-017-7417,0.038,46.713694,-92.511722,52.87,PPM
2015-05-26T09:00:00Z,27-017-7417,0.041,46.713694,-92.511722,52.83,PPM
2015-05-26T10:00:00Z,27-017-7417,0.047,46.713694,-92.511722,52.79,PPM
2015-05-26T11:00:00Z,27-017-7417,0.046,46.713694,-92.511722,52.91,PPM
2015-05-26T12:00:00Z,27-017-7417,0.047,46.713694,-92.511722,53.12,PPM
2015-05-26T13:00:00Z,27-017-7417,0.048,46.713694,-92.511722,53.66,PPM
2015-05-26T14:00:00Z,27-017-7417,0.047,46.713694,-92.511722,54.78,PPM
2015-05-26T15:00:00Z,27-017-7417,0.046,46.713694,-92.511722,56.63,PPM
2015-05-26T16:00:00Z,27-017-7417,0.048,46.713694,-92.511722,56.93,PPM
2015-05-26T17:00:00Z,27-017-7417,0.051,46.713694,-92.511722,60.24,PPM
2015-05-26T18:00:00Z,27-017-7417,0.051,46.713694,-92.511722,60.42,PPM
2015-05-26T19:00:00Z,27-017-7417,0.046,46.713694,-92.511722,60.42,PPM
2015-05-26T20:00:00Z,27-017-7417,0.048,46.713694,-92.511722,60.4,PPM
2015-05-26T21:00:00Z,27-017-7417,0.052,46.713694,-92.511722,61.84,PPM
2015-05-26T22:00:00Z,27-017-7417,0.05,46.713694,-92.511722,61.62,PPM
2015-05-26T23:00:00Z,27-017-7417,0.051,46.713694,-92.511722,58.41,PPM
2015-05-27T00:00:00Z,27-017-7417,0.048,46.713694,-92.511722,59.89,PPM
2015-05-27T01:00:00Z,27-017-7417,0.041,46.713694,-92.511722,58.23,PPM
2015-05-27T02:00:00Z,27-017-7417,0.033,46.713694,-92.511722,56.11,PPM
2015-05-27T03:00:00Z,27-017-7417,0.029,46.713694,-92.511722,54.5,PPM
2015-05-27T04:00:00Z,27-017-7417,0.032,46.713694,-92.511722,53.62,PPM
2015-05-27T05:00:00Z,27-017-7417,0.031,46.713694,-92.511722,51.96,PPM
2015-05-27T06:00:00Z,27-017-7417,0.018,46.713694,-92.511722,51.88,PPM
2015-05-27T07:00:00Z,27-017-7417,0.017,46.713694,-92.511722,50.38,PPM
2015-05-27T08:00:00Z,27-017-7417,0.019,46.713694,-92.511722,48.8,PPM
2015-05-27T09:00:00Z,27-017-7417,0.03,46.713694,-92.511722,53.13,PPM
2015-05-27T10:00:00Z,27-017-7417,0.036,46.713694,-92.511722,53.88,PPM
2015-05-27T11:00:00Z,27-017-7417,0.033,46.713694,-92.511722,54.1,PPM
2015-05-27T12:00:00Z,27-017-7417,0.03,46.713694,-92.511722,57.68,PPM
2015-05-27T16:00:00Z,27-017-7417,0.047,46.713694,-92.511722,72.1,PPM
2015-05-27T17:00:00Z,27-017-7417,0.052,46.713694,-92.511722,77.22,PPM
2015-05-27T18:00:00Z,27-017-7417,0.054,46.713694,-92.511722,78.06,PPM
2015-05-27T19:00:00Z,27-017-7417,0.052,46.713694,-92.511722,80.87,PPM
2015-05-27T20:00:00Z,27-017-7417,0.051,46.713694,-92.511722,80.55,PPM
2015-05-27T21:00:00Z,27-017-7417,0.054,46.713694,-92.511722,81.33,PPM
2015-05-27T22:00:00Z,27-017-7417,0.059,46.713694,-92.511722,81.35,PPM
2015-05-27T23:00:00Z,27-017-7417,0.058,46.713694,-92.511722,79.83,PPM
2015-05-28T00:00:00Z,27-017-7417,0.057,46.713694,-92.511722,78.44,PPM
2015-05-28T01:00:00Z,27-017-7417,0.048,46.713694,-92.511722,74.73,PPM
2015-05-28T02:00:00Z,27-017-7417,0.034,46.713694,-92.511722,68.89,PPM
2015-05-28T03:00:00Z,27-017-7417,0.029,46.713694,-92.511722,61.19,PPM
2015-05-28T04:00:00Z,27-017-7417,0.031,46.713694,-92.511722,56.78,PPM
2015-05-28T05:00:00Z,27-017-7417,0.037,46.713694,-92.511722,56.07,PPM
2015-05-28T06:00:00Z,27-017-7417,0.034,46.713694,-92.511722,51.92,PPM
2015-05-28T07:00:00Z,27-017-7417,0.034,46.713694,-92.511722,53.34,PPM
2015-05-28T08:00:00Z,27-017-7417,0.028,46.713694,-92.511722,53.86,PPM
2015-05-28T09:00:00Z,27-017-7417,0.027,46.713694,-92.511722,51.26,PPM
2015-05-28T10:00:00Z,27-017-7417,0.025,46.713694,-92.511722,46.19,PPM
2015-05-28T11:00:00Z,27-017-7417,0.022,46.713694,-92.511722,45.32,PPM
2015-05-28T12:00:00Z,27-017-7417,0.023,46.713694,-92.511722,45.63,PPM
2015-05-28T13:00:00Z,27-017-7417,0.024,46.713694,-92.511722,46.8,PPM
2015-05-28T14:00:00Z,27-017-7417,0.026,46.713694,-92.511722,48.84,PPM
2015-05-28T15:00:00Z,27-017-7417,0.026,46.713694,-92.511722,50.63,PPM
2015-05-28T16:00:00Z,27-017-7417,0.026,46.713694,-92.511722,52.49,PPM
2015-05-28T17:00:00Z,27-017-7417,0.026,46.713694,-92.511722,53.06,PPM
2015-05-28T18:00:00Z,27-017-7417,0.026,46.713694,-92.511722,55.63,PPM
2015-05-28T19:00:00Z,27-017-7417,0.025,46.713694,-92.511722,60.55,PPM
2015-05-28T20:00:00Z,27-017-7417,0.024,46.713694,-92.511722,57.78,PPM
2015-05-28T21:00:00Z,27-017-7417,0.023,46.713694,-92.511722,56.25,PPM
2015-05-28T22:00:00Z,27-017-7417,0.023,46.713694,-92.511722,56.13,PPM
2015-05-28T23:00:00Z,27-017-7417,0.022,46.713694,-92.511722,55.14,PPM
2015-05-29T00:00:00Z,27-017-7417,0.021,46.713694,-92.511722,52.88,PPM
2015-05-29T01:00:00Z,27-017-7417,0.02,46.713694,-92.511722,47.89,PPM
2015-05-29T02:00:00Z,27-017-7417,0.018,46.713694,-92.511722,46.7,PPM
2015-05-29T03:00:00Z,27-017-7417,0.015,46.713694,-92.511722,44.98,PPM
2015-05-29T04:00:00Z,27-017-7417,0.016,46.713694,-92.511722,46.26,PPM
2015-05-29T05:00:00Z,27-017-7417,0.016,46.713694,-92.511722,44.65,PPM
2015-05-29T06:00:00Z,27-017-7417,0.013,46.713694,-92.511722,44.62,PPM
2015-05-29T07:00:00Z,27-017-7417,0.012,46.713694,-92.511722,46.05,PPM
2015-05-29T08:00:00Z,27-017-7417,0.011,46.713694,-92.511722,45.97,PPM
2015-05-29T09:00:00Z,27-017-7417,0.011,46.713694,-92.511722,46.21,PPM
2015-05-29T10:00:00Z,27-017-7417,0.012,46.713694,-92.511722,46.04,PPM
2015-05-29T11:00:00Z,27-017-7417,0.01,46.713694,-92.511722,47.12,PPM
2015-05-29T12:00:00Z,27-017-7417,0.014,46.713694,-92.511722,52,PPM
2015-05-29T13:00:00Z,27-017-7417,0.016,46.713694,-92.511722,54.68,PPM
2015-05-29T14:00:00Z,27-017-7417,0.027,46.713694,-92.511722,59.37,PPM
2015-05-29T15:00:00Z,27-017-7417,0.043,46.713694,-92.511722,63.63,PPM
2015-05-29T16:00:00Z,27-017-7417,0.041,46.713694,-92.511722,64.15,PPM
2015-05-29T17:00:00Z,27-017-7417,0.025,46.713694,-92.511722,62.85,PPM
2015-05-29T18:00:00Z,27-017-7417,0.025,46.713694,-92.511722,60.57,PPM
2015-05-29T19:00:00Z,27-017-7417,0.026,46.713694,-92.511722,62.08,PPM
2015-05-29T20:00:00Z,27-017-7417,0.016,46.713694,-92.511722,57.39,PPM
2015-05-29T21:00:00Z,27-017-7417,0.019,46.713694,-92.511722,55.31,PPM
2015-05-29T22:00:00Z,27-017-7417,0.02,46.713694,-92.511722,54.42,PPM
2015-05-29T23:00:00Z,27-017-7417,0.021,46.713694,-92.511722,54.16,PPM
2015-05-30T00:00:00Z,27-017-7417,0.023,46.713694,-92.511722,53.99,PPM
2015-05-30T01:00:00Z,27-017-7417,0.022,46.713694,-92.511722,52.22,PPM
2015-05-30T02:00:00Z,27-017-7417,0.024,46.713694,-92.511722,52.01,PPM
2015-05-30T03:00:00Z,27-017-7417,0.023,46.713694,-92.511722,50.36,PPM
2015-05-30T04:00:00Z,27-017-7417,0.023,46.713694,-92.511722,48.48,PPM
2015-05-30T05:00:00Z,27-017-7417,0.02,46.713694,-92.511722,48.09,PPM
2015-05-30T06:00:00Z,27-017-7417,0.018,46.713694,-92.511722,45.52,PPM
2015-05-30T07:00:00Z,27-017-7417,0.02,46.713694,-92.511722,45.23,PPM
2015-05-30T08:00:00Z,27-017-7417,0.021,46.713694,-92.511722,43.53,PPM
2015-05-30T09:00:00Z,27-017-7417,0.019,46.713694,-92.511722,41.84,PPM
2015-05-30T10:00:00Z,27-017-7417,0.017,46.713694,-92.511722,40.03,PPM
2015-05-30T11:00:00Z,27-017-7417,0.016,46.713694,-92.511722,39.9,PPM
2015-05-30T12:00:00Z,27-017-7417,0.019,46.713694,-92.511722,43.13,PPM
2015-05-30T13:00:00Z,27-017-7417,0.02,46.713694,-92.511722,43.43,PPM
2015-05-30T14:00:00Z,27-017-7417,0.021,46.713694,-92.511722,45.98,PPM
2015-05-30T15:00:00Z,27-017-7417,0.022,46.713694,-92.511722,47.96,PPM
2015-05-30T16:00:00Z,27-017-7417,0.027,46.713694,-92.511722,51.21,PPM
2015-05-30T17:00:00Z,27-017-7417,0.031,46.713694,-92.511722,53.12,PPM
2015-05-30T18:00:00Z,27-017-7417,0.035,46.713694,-92.511722,53.37,PPM
2015-05-30T19:00:00Z,27-017-7417,0.035,46.713694,-92.511722,54.26,PPM
2015-05-30T20:00:00Z,27-017-7417,0.038,46.713694,-92.511722,55.96,PPM
2015-05-30T21:00:00Z,27-017-7417,0.035,46.713694,-92.511722,57.49,PPM
2015-05-30T22:00:00Z,27-017-7417,0.03,46.713694,-92.511722,56.05,PPM
2015-05-30T23:00:00Z,27-017-7417,0.028,46.713694,-92.511722,54.41,PPM
2015-05-31T00:00:00Z,27-017-7417,0.025,46.713694,-92.511722,52.07,PPM
2015-05-31T01:00:00Z,27-017-7417,0.025,46.713694,-92.511722,49.88,PPM
2015-05-31T02:00:00Z,27-017-7417,0.024,46.713694,-92.511722,45.77,PPM
2015-05-31T03:00:00Z,27-017-7417,0.02,46.713694,-92.511722,43.04,PPM
2015-05-31T04:00:00Z,27-017-7417,0.019,46.713694,-92.511722,39.62,PPM
2015-05-31T05:00:00Z,27-017-7417,0.017,46.713694,-92.511722,39.1,PPM
2015-05-31T06:00:00Z,27-017-7417,0.018,46.713694,-92.511722,37.29,PPM
2015-05-31T07:00:00Z,27-017-7417,0.016,46.713694,-92.511722,37.07,PPM
2015-05-31T09:00:00Z,27-017-7417,0.019,46.713694,-92.511722,36.09,PPM
2015-05-31T10:00:00Z,27-017-7417,0.017,46.713694,-92.511722,34.32,PPM
2015-05-31T11:00:00Z,27-017-7417,0.016,46.713694,-92.511722,36.15,PPM
2015-05-31T12:00:00Z,27-017-7417,0.017,46.713694,-92.511722,37.65,PPM
2015-05-31T13:00:00Z,27-017-7417,0.019,46.713694,-92.511722,42.98,PPM
2015-05-31T14:00:00Z,27-017-7417,0.021,46.713694,-92.511722,45.81,PPM
2015-05-31T15:00:00Z,27-017-7417,0.021,46.713694,-92.511722,47.82,PPM
2015-05-31T16:00:00Z,27-017-7417,0.021,46.713694,-92.511722,48.21,PPM
2015-05-31T17:00:00Z,27-017-7417,0.021,46.713694,-92.511722,51.32,PPM
2015-05-31T18:00:00Z,27-017-7417,0.023,46.713694,-92.511722,51.58,PPM
2015-05-31T19:00:00Z,27-017-7417,0.023,46.713694,-92.511722,51.88,PPM
2015-05-31T20:00:00Z,27-017-7417,0.024,46.713694,-92.511722,51.93,PPM
